120,56
40,88
40,40
56,48
8,96
56,24
32,64
72,8
32,120
16,88
24,64
24,32
8,24
88,72
88,64
32,8
40,96
112,112
88,96
56,8
88,112
80,72
104,32
64,104
16,16
56,80
48,96
8,112
72,56
72,80
8,0
0,104
8,48
16,120
32,40
112,120
16,0
64,72
8,88
16,64
112,56
16,56
112,72
104,64
104,24
32,80
104,88
120,96
120,120
16,96
80,96
80,104
72,72
120,112
0,56
16,8
0,24
48,120
48,16
72,120
32,112
72,40
96,72
104,48
32,32
24,40
64,112
112,40
56,96
72,104
104,0
40,0
112,24
32,88
24,8
16,72
40,104
80,8
104,80
64,80
80,0
48,40
40,16
8,40
120,64
48,104
8,64
40,112
16,48
64,48
8,104
0,96
104,104
72,0
104,56
64,16
40,80
48,80
0,80
112,16
8,32
120,40
32,96
88,8
80,16
120,80
40,32
96,120
88,32
24,24
48,8
96,40
72,24
8,120
32,72
104,72
64,120
88,16
120,32
8,16
112,96
80,40
32,24
48,88
8,56
56,56
72,88
56,40
96,16
88,40
88,24
96,48
64,32
96,104
# -1
