60,120
65,5
40,80
75,60
125,45
75,55
90,30
80,20
45,20
120,15
95,125
40,85
110,125
95,20
45,15
115,10
105,50
75,85
15,55
65,50
95,100
30,85
75,70
80,40
5,125
85,0
10,115
60,110
125,105
100,0
95,75
50,35
115,50
110,10
30,90
35,35
125,20
125,85
70,10
10,50
80,75
15,45
85,45
110,15
85,50
85,30
125,95
85,90
45,70
10,95
125,60
50,90
35,45
25,30
25,5
95,105
40,75
10,10
105,120
20,20
5,10
110,85
105,60
110,80
125,35
30,105
90,65
90,40
70,75
105,100
55,10
50,95
15,75
90,100
50,30
35,0
115,40
15,110
35,55
125,25
50,65
5,15
110,35
5,90
100,85
10,0
15,100
30,95
90,15
60,10
55,15
5,95
0,30
25,110
30,115
125,5
105,0
85,65
95,15
40,10
35,10
100,45
55,65
80,70
60,30
40,55
115,75
90,25
110,105
30,120
105,25
25,50
15,95
70,105
25,0
75,105
65,90
80,45
100,55
60,105
40,20
85,110
0,70
50,115
5,85
35,120
95,45
105,55
110,45
60,115
65,100
95,30
110,50
25,35
35,100
70,60
5,60
110,90
65,120
105,110
5,25
40,110
25,70
85,95
120,0
5,75
50,45
70,5
125,125
65,30
85,100
20,0
0,110
105,80
30,15
30,45
25,15
100,10
0,40
70,125
125,15
100,80
100,100
20,40
0,5
5,30
105,40
55,90
5,115
110,95
100,75
110,100
70,100
65,55
85,25
30,60
90,45
0,20
50,50
125,55
50,120
95,5
5,40
25,20
55,60
85,20
75,115
35,5
45,25
80,115
10,45
60,50
45,65
15,15
85,75
75,50
50,15
75,15
110,75
45,50
115,105
20,25
100,90
60,125
10,125
10,30
115,35
0,15
60,85
125,90
30,65
10,55
35,40
90,120
25,65
30,55
15,10
110,0
120,105
40,30
100,5
125,30
15,30
55,85
20,15
20,90
60,100
105,65
75,75
100,105
95,35
0,50
110,115
5,80
20,60
110,110
125,75
10,80
35,20
5,45
0,120
70,50
25,125
20,100
70,55
80,60
80,80
10,105
80,120
95,10
115,65
120,30
45,85
95,65
75,125
60,95
90,35
125,0
115,25
45,80
50,10
75,40
45,120
65,60
100,20
5,5
75,65
20,75
95,110
110,20
95,70
60,70
75,120
100,50
55,30
120,120
110,70
50,100
15,105
45,125
80,125
30,5
125,100
10,5
40,0
80,105
90,90
30,35
10,120
100,120
80,110
80,65
15,20
65,10
15,65
10,15
20,115
0,125
70,65
0,75
55,55
20,30
105,105
115,15
115,0
45,55
70,15
110,40
50,75
45,45
50,25
90,10
15,85
25,60
50,80
120,25
65,105
5,20
95,0
20,65
65,115
65,45
10,35
55,100
80,5
60,65
0,65
70,30
55,45
75,10
15,40
20,125
60,25
120,65
65,25
35,70
20,55
70,95
70,0
15,120
110,120
105,75
120,35
85,120
60,40
105,5
60,80
90,110
15,115
105,30
125,40
80,35
10,65
90,80
100,30
85,15
85,60
115,120
60,60
90,70
20,85
