92,120
120,72
104,56
112,0
104,64
60,56
0,72
76,84
36,76
4,56
64,4
36,4
116,116
72,56
76,92
64,104
20,88
124,108
44,72
8,72
20,0
92,60
124,36
76,76
80,116
116,16
40,120
0,112
124,0
120,28
116,20
124,4
36,56
100,92
8,8
100,80
120,16
56,80
24,20
28,60
0,100
8,28
12,100
36,64
60,44
0,60
60,28
24,36
68,96
104,8
100,116
64,8
12,4
48,108
64,96
24,52
28,104
24,72
28,116
108,36
100,60
32,32
100,108
56,100
44,92
124,44
104,52
108,4
124,76
72,28
16,76
124,60
120,52
112,32
124,20
24,80
12,116
20,124
12,84
40,24
92,100
72,100
16,56
48,116
52,0
0,56
84,100
52,12
68,4
96,12
52,68
4,52
120,120
88,32
116,44
24,48
4,20
92,72
8,44
28,56
88,52
108,20
44,20
8,36
36,40
52,104
8,88
28,100
28,96
48,88
112,92
88,48
20,52
96,104
12,52
104,84
8,100
88,4
36,104
60,80
40,100
12,96
112,8
36,0
40,48
72,104
4,12
28,0
32,80
20,76
112,36
108,72
104,20
36,8
76,64
76,112
80,16
76,120
4,28
28,84
100,68
112,72
0,120
0,48
20,104
84,104
24,68
0,80
40,92
104,72
92,52
8,20
68,0
4,24
68,48
24,28
124,124
0,16
104,120
96,60
48,76
40,56
44,44
96,88
16,36
20,64
72,108
84,80
100,48
84,60
116,4
4,88
4,112
104,104
20,36
60,60
4,44
8,40
64,56
92,124
8,124
32,60
80,120
104,92
0,104
0,52
32,4
60,100
116,12
80,76
80,84
80,88
12,76
60,68
100,36
72,12
88,96
88,20
92,108
76,60
28,48
20,32
108,44
32,48
40,52
116,60
52,36
8,24
56,92
12,24
0,20
24,40
96,108
92,76
56,40
44,84
88,100
104,60
76,104
36,88
24,104
96,124
88,36
108,108
44,48
108,16
24,0
60,116
20,24
92,84
68,12
52,108
108,60
108,116
60,92
68,92
80,112
20,60
84,0
60,20
112,76
88,40
92,20
96,84
124,32
36,24
72,48
8,84
72,64
40,88
32,108
108,96
0,68
76,72
76,12
116,40
124,88
4,16
84,120
4,68
124,92
76,100
80,96
68,84
68,52
16,48
88,76
44,24
72,124
92,92
48,48
104,40
96,76
124,48
112,12
48,96
112,112
28,4
88,68
28,124
64,20
60,108
124,12
4,40
0,40
24,44
96,100
32,92
16,8
12,0
116,96
92,0
112,52
28,28
52,8
16,40
0,76
68,20
0,12
48,52
64,112
96,72
116,76
0,44
112,64
64,32
96,24
24,124
116,104
40,20
44,120
88,112
56,0
124,24
92,8
112,88
32,72
52,16
56,12
36,84
0,32
24,116
76,8
80,124
72,52
52,80
28,88
56,4
4,108
60,112
44,40
72,88
84,92
104,88
80,44
112,16
112,120
20,72
28,68
108,32
4,124
76,96
108,68
4,36
76,20
80,24
64,36
112,80
108,112
92,80
108,100
56,124
68,116
120,68
88,120
12,72
44,116
28,12
112,60
16,4
40,44
32,124
28,16
12,92
40,28
116,36
72,20
4,8
96,68
72,72
104,116
4,100
120,4
96,116
8,96
16,116
0,92
68,56
36,20
88,124
104,124
88,24
104,68
12,88
60,12
16,108
52,88
88,92
16,96
76,0
56,32
20,16
80,48
60,4
64,12
32,44
64,68
92,44
124,68
12,64
116,88
108,120
32,112
124,8
108,88
36,112
32,68
120,40
108,8
92,32
24,112
116,124
16,84
24,64
44,16
96,56
52,4
68,60
116,72
76,80
60,72
40,64
8,32
16,92
20,12
24,100
64,48
20,92
116,64
84,4
72,36
0,124
92,12
8,0
120,12
124,120
64,52
44,96
76,56
112,68
52,84
24,8
40,112
84,116
120,48
32,100
8,80
72,8
68,104
80,52
44,60
100,72
108,84
24,16
48,20
64,24
16,120
116,112
8,108
16,80
104,28
88,104
48,32
120,116
20,84
48,12
52,24
116,28
16,64
60,16
20,4
12,112
44,12
52,28
72,24
32,64
80,36
0,96
88,12
64,64
32,52
68,24
96,96
44,112
28,76
56,84
24,4
28,44
100,4
48,104
56,56
100,124
72,60
96,36
104,44
60,120
100,44
116,84
100,8
124,16
80,60
68,120
32,20
28,24
44,8
48,0
64,40
56,52
84,8
44,4
96,120
96,48
52,20
88,44
36,120
76,48
16,32
8,116
12,68
36,72
68,108
92,48
64,92
24,92
56,48
8,16
40,12
16,0
92,112
36,52
40,116
52,100
108,92
68,80
24,120
40,104
52,124
56,120
76,36
84,48
124,80
12,80
72,16
4,76
12,16
0,8
8,104
40,32
112,4
28,92
104,108
40,40
120,124
56,72
20,48
48,44
0,36
52,60
108,76
4,4
44,0
64,100
32,96
112,24
