56,32
88,120
16,0
120,64
56,48
120,120
96,32
96,0
16,40
8,72
0,64
120,96
104,96
112,32
88,24
8,32
120,48
64,104
72,104
96,88
104,56
80,0
64,40
80,24
48,64
72,24
16,120
120,16
88,16
104,32
0,72
104,104
24,8
8,96
80,64
56,8
72,0
16,24
8,48
104,72
64,32
8,80
80,88
32,96
96,112
96,24
56,72
104,64
72,80
0,104
112,88
88,64
120,0
8,0
112,72
80,40
88,40
64,72
0,32
72,56
64,56
104,24
24,80
80,56
112,40
16,80
48,112
48,80
40,64
80,16
88,32
64,112
88,104
104,8
48,0
120,104
16,72
24,56
8,8
48,104
120,24
40,72
56,0
32,64
120,8
88,56
48,24
24,40
56,64
32,0
8,64
120,80
0,8
32,8
8,16
40,80
16,88
96,96
72,88
64,48
80,104
24,32
0,96
8,88
112,96
8,104
112,0
64,16
0,80
24,112
24,96
24,0
120,32
56,96
40,0
0,24
120,72
72,16
8,56
24,24
40,16
56,40
56,112
96,64
88,96
16,96
56,104
40,104
40,24
48,32
64,120
96,48
40,88
56,80
# -1
