112,0
0,56
64,48
40,72
32,48
64,72
64,112
40,88
120,104
24,48
96,48
72,24
0,24
0,72
32,16
88,72
104,88
80,0
24,112
112,88
72,96
80,120
24,96
0,64
48,112
104,72
40,112
48,88
0,96
104,96
80,16
120,56
72,0
104,32
96,64
40,16
0,88
64,104
72,32
112,64
120,40
112,8
64,24
104,16
88,16
40,40
16,96
48,48
56,80
64,16
16,88
64,88
56,96
96,40
120,64
80,56
64,56
80,104
56,64
48,16
32,64
112,40
32,32
56,24
48,72
16,24
24,40
8,8
0,48
8,120
112,80
40,24
56,120
112,96
40,56
56,72
64,80
120,24
8,0
0,120
80,96
72,48
32,0
32,8
112,72
0,8
8,32
8,64
24,104
16,48
96,80
64,64
56,56
8,40
88,104
8,88
104,48
64,40
24,32
8,48
104,8
8,16
120,88
24,80
8,112
32,96
16,72
8,96
80,32
64,96
24,72
56,48
80,80
96,120
72,40
88,32
16,8
72,80
80,88
32,80
16,112
64,120
96,16
88,96
72,112
80,40
0,32
32,24
40,104
8,24
48,64
16,16
120,72
104,112
88,48
120,16
48,0
88,112
80,72
104,104
112,32
40,64
0,104
120,80
96,112
24,120
0,40
32,72
104,64
72,104
48,120
96,104
32,56
64,32
# -1
