120,80
16,56
88,8
104,32
88,96
104,72
64,112
40,72
88,32
112,56
112,96
8,0
56,32
48,72
88,56
80,112
104,120
16,80
40,56
104,56
8,8
120,72
16,16
32,96
24,24
112,40
48,88
104,104
64,32
40,24
72,40
40,40
120,88
80,104
56,0
8,80
80,56
16,64
40,96
120,56
64,120
120,16
40,120
32,104
120,40
112,24
104,8
0,112
16,8
88,16
32,24
112,120
32,112
104,112
80,64
112,104
80,32
56,80
8,48
120,0
24,72
72,16
8,24
120,32
40,16
48,104
48,24
72,112
48,64
88,24
0,48
96,48
16,104
88,64
88,112
104,48
72,120
64,96
112,80
120,112
120,120
16,88
96,40
104,16
72,0
80,80
16,96
88,72
24,8
56,16
112,0
80,48
80,8
80,40
88,40
0,88
112,88
8,32
112,112
40,88
104,80
8,40
56,8
72,8
96,104
48,120
96,112
96,24
56,24
72,24
88,120
56,72
0,40
96,56
24,120
24,96
48,0
40,8
88,80
32,72
48,56
56,96
104,0
32,0
24,0
16,0
104,40
16,32
64,64
32,64
16,72
80,0
64,104
32,8
# -1
