32,80
56,96
32,0
56,112
0,112
16,72
16,80
0,104
64,64
88,88
56,88
120,56
88,120
40,72
104,80
32,112
48,8
8,80
104,8
96,16
32,72
8,112
120,8
120,96
56,24
120,16
64,112
80,120
8,16
72,72
88,56
48,64
32,24
104,0
8,120
48,0
80,48
48,24
80,112
120,32
96,24
80,72
120,40
64,0
104,96
0,88
16,48
104,88
112,8
48,80
16,32
24,104
8,24
80,88
0,8
56,32
0,24
0,80
112,16
72,104
72,88
32,40
104,24
24,64
120,64
0,16
96,80
80,8
104,120
48,16
72,0
64,88
104,64
64,32
32,96
24,112
32,104
64,24
64,40
96,120
8,32
32,48
40,120
120,24
24,40
96,104
56,80
112,64
112,24
48,32
96,112
104,72
72,40
104,48
0,48
72,48
0,72
56,8
88,48
88,64
96,48
24,96
104,104
80,32
48,104
72,64
64,80
104,16
16,8
8,64
64,104
8,72
8,8
16,24
40,64
96,0
120,0
56,104
96,64
112,72
56,48
40,96
112,32
80,0
120,112
112,104
64,96
16,0
72,32
40,8
48,72
48,56
0,32
40,112
# -1
